brand;model;version;registration_base_description;my_code;control;msrp;retail_bonus;trade_in_bonus;subsidized_rate_monthly;rate_cost;insurance_years;ipva_value;others_bonus;dealer_rebate;total_customer_benefit;comment;offer_month_code
VW;T-Cross;Highline 1.4 TGDI AT;VW/T CROSS HL TSI;2526;VW T-Cross Highline 1.4 TGDI AT 2526;189990;10000;7000;0,00603;12600;0;0;0;2000;29600;0;202510
VW;T-Cross;Extreme 1.4 TGDI AT;VW/T CROSS EXTREME TSI;2526;VW T-Cross Extreme 1.4 TGDI AT 2526;196990;10000;7000;0,00603;13100;0;0;0;2000;30100;0;202510
Hyundai;Creta;N Line 1.0 TGDI AT;HYUNDAI/CRETA1TF NLINE;2526;Hyundai Creta N Line 1.0 TGDI AT 2526;189890;10000;0;0,006018;7500;0;0;0;0;17500;0;202510
Geely;EX5;Max EV;I/GEELY EX5 MAX;2526;Geely EX5 Max EV 2526;225800;10000;0;0,006018;9000;0;0;4000;0;14000;0;202510
VW;Tera;Comfort 1.0 TGDI AT;VW/TERA COMFORT TSI;2526;VW Tera Comfort 1.0 TGDI AT 2526;128890;7000;0;0,006018;5100;0;0;0;1300;12100;0;202510
VW;Tera;High 1.0 TGDI AT;VW/TERA HIGH TSI;2526;VW Tera High 1.0 TGDI AT 2526;141890;8000;0;0,006018;5600;0;0;0;2000;13600;0;202510
VW;T-Cross;Sense 1.0 TGDI AT;VW/T CROSS SENSE TSI;2526;VW T-Cross Sense 1.0 TGDI AT 2526;119990;0;0;0,007018;3300;0;0;0;0;3300;0;202510
VW;Tiguan;Allspace R-Line 2.0 TGDI AT;I/VW TIGUAN ALLSPACE RL;2525;VW Tiguan Allspace R-Line 2.0 TGDI AT 2525;305990;35000;11000;0,496024;10700;0;0;0;5000;56700;0;202510
Nissan;Kicks;Platinum 1.0 TGDI DCT;NISSAN/KICKS PLATINUM AT;2526;Nissan Kicks Platinum 1.0 TGDI DCT 2526;199000;0;13500;0,007018;5500;0;0;0;1500;19000;0;202510
GAC;GS4;Elite 2.0 HEV CVT;I/GAC GS4 ELITE;2526;GAC GS4 Elite 2.0 HEV CVT 2526;209990;0;12000;0,007024;7800;0;0;0;5000;12000;0;202510
GAC;GS4;Premium 2.0 HEV CVT;I/GAC GS4 PREMIUM;2526;GAC GS4 Premium 2.0 HEV CVT 2526;191990;0;15000;0,007012;3500;0;0;0;3000;15000;0;202510
BYD;Dolphin;Mini GS EV;I/BYD DOLPHIN MINI GS EV;2526;BYD Dolphin Mini GS EV 2526;119990;0;0;1,46706;-100;0;0;0;0;-100;0;202510
BYD;Dolphin;GS EV;I/BYD DOLPHIN GS 180EV;2526;BYD Dolphin GS EV 2526;149990;0;8000;0,007024;5500;0;0;0;0;13500;0;202510
BYD;Dolphin;Plus EV;I/BYD DOLPHIN PLUS 310EV;2525;BYD Dolphin Plus EV 2525;184800;0;0;0,007024;6800;0;0;0;0;6800;0;202510
BYD;Yuan Pro;GS EV;I/BYD YUAN PRO GS 290EV;2525;BYD Yuan Pro GS EV 2525;182990;0;10000;0,007024;6800;0;0;0;0;16800;0;202510
BYD;Yuan Plus;GL EV;I/BYD YUAN PLUS GL 310EV;2526;BYD Yuan Plus GL EV 2526;235990;0;15000;0,007024;8700;0;0;0;0;23700;0;202510
BYD;Song Pro;GS 1.5 PHEV DHT;I/BYD SONG PRO GS DM;2526;BYD Song Pro GS 1.5 PHEV DHT 2526;199990;0;5000;0,007024;7400;1;0;0;0;18399,7;0;202510
BYD;Song Plus;GS 1.5 PHEV DHT;I/BYD SONG PLUS GS DM;2526;BYD Song Plus GS 1.5 PHEV DHT 2526;249990;0;10000;0,007024;9200;0;0;0;0;19200;0;202510
BYD;Song Plus;Premium 1.5 TGDI PHEV DHT;I/BYD SONG PLUS PREM DM;2526;BYD Song Plus Premium 1.5 TGDI PHEV DHT 2526;299800;0;20000;0,007036;16600;0;0;0;0;36600;0;202510
GWM;Haval H6;19 1.5 TGDI PHEV DHT;"I/GWM HAVAL H6 PHEV 19;I/GWM HAVAL H6 PHEV19";2525;GWM Haval H6 19 1.5 TGDI PHEV DHT 2525;245000;0;20000;0,006036;19500;1;0;0;5000;39500;0;202510
GWM;Haval H6;34 1.5 TGDI PHEV DHT;I/GWM HAVAL H6 PREM PHEV;2525;GWM Haval H6 34 1.5 TGDI PHEV DHT 2525;288000;0;25000;0,006036;22900;1;0;0;10000;47900;0;202510
GWM;Haval H6;GT 1.5 TGDI PHEV DHT;I/GWM HAVAL H6 GT;2525;GWM Haval H6 GT 1.5 TGDI PHEV DHT 2525;325000;0;30000;0,006036;25800;1;0;0;10000;55800;0;202510
Jaecoo;7;Luxury 1.5 TGDI PHEV DHT;I/JAECOO 7 LUXURY;2526;Jaecoo 7 Luxury 1.5 TGDI PHEV DHT 2526;229990;10000;25500;0,006024;12200;0;0;0;6000;35500;0;202510
Omoda;E5;EV;I/OMODA E5;2526;Omoda E5 EV 2526;209990;0;10000;0,006024;11100;0;0;4000;6000;21100;0;202510
Jeep;Renegade;Longitude 1.3 TGDI AT;JEEP/RENEGADE LGTD T270;2526;Jeep Renegade Longitude 1.3 TGDI AT 2526;159990;3000;14000;0,00503;14200;0;0;0;0;31200;0;202510
Jeep;Compass;Longitude 1.3 TGDI AT;JEEP/COMPASS LONG T;2526;Jeep Compass Longitude 1.3 TGDI AT 2526;192990;3000;11000;0,00503;17100;0;0;0;0;31100;0;202510
Jeep;Commander;Overland 1.3 TGDI AT;"JEEP/COMMANDER OVR T;JEEP/COMMANDER OVE 7 270";2526;Jeep Commander Overland 1.3 TGDI AT 2526;273990;10000;16500;0;;0;0;0;0;26500;0;202510
Jeep;Commander;Limited 1.3 TGDI AT;"JEEP/COMMANDER LIM T;JEEP/COMMANDER LIM 7 270";2526;Jeep Commander Limited 1.3 TGDI AT 2526;246990;10000;14500;0;;0;0;0;0;24500;0;202510
GWM;Haval H6;2 1.5 TGDI HEV DHT;"I/GWM HAVAL H6 PREM HEV;I/GWM HAVAL H6 HEV2";2525;GWM Haval H6 2 1.5 TGDI HEV DHT 2525;220000;0;15000;0,006024;11700;1;0;0;5000;26700;0;202510
GWM;Haval H9;Exclusive 2.4 TD AT;I/GWM HAVAL H9 EXC;2526;GWM Haval H9 Exclusive 2.4 TD AT 2526;319000;0;0;1,455036;0;0;0;0;0;0;0;202510
Ford;Territory;Titanium 1.5 TGDI AT;I/FORD TERRITORY 1.5T;2526;Ford Territory Titanium 1.5 TGDI AT 2526;215000;15000;0;0;;0;0;0;0;15000;0;202510
Jaecoo;5;Prestige 1.5 TGDI HEV DHT;;2526;Jaecoo 5 Prestige 1.5 TGDI HEV DHT 2526;175990;0;0;0;;0;0;0;0;0;0;202510
Jaecoo;5;Luxury 1.5 TGDI HEV DHT;;2526;Jaecoo 5 Luxury 1.5 TGDI HEV DHT 2526;151990;0;0;0;;0;0;0;0;0;0;202510
Jaecoo;8;Legend 1.5 TGDI PHEV DHT;;2526;Jaecoo 8 Legend 1.5 TGDI PHEV DHT 2526;300000;0;0;0;;0;0;0;0;0;0;202510
Jaecoo;7;Prestige 1.5 TGDI PHEV DHT;I/JAECOO 7 PRESTIGE;2526;Jaecoo 7 Prestige 1.5 TGDI PHEV DHT 2526;249990;0;15500;0,006024;13300;0;0;0;6000;15500;0;202510
Leapmotor;C10;EV;I/LPM C10 DESIGN;2526;Leapmotor C10 EV 2526;189990;0;0;0,008012;2200;0;0;4000;0;2200;0;202511
Leapmotor;C10;REEV;I/LPM C10 REEV E27;2526;Leapmotor C10 REEV 2526;199990;0;0;0,008012;2300;0;0;0;0;2300;0;202511
Leapmotor;B10;EV;;2526;Leapmotor B10 EV 2526;172990;0;0;0,008012;2000;0;0;5300;0;2000;0;202511
Omoda;C5;Prestige 1.5 TGDI HEV DHT;I/OMODA 5 HEV PRESTIGE;2526;Omoda C5 Prestige 1.5 TGDI HEV DHT 2526;184990;0;8000;0,795036;9000;0;0;0;2000;8000;0;202511
Omoda;C7;Luxury 1.5 TGDI PHEV DHT;I/OMODA 7 PHEV LUXURY;2526;Omoda C7 Luxury 1.5 TGDI PHEV DHT 2526;254990;0;0;0;;1;0;4000;0;7649,7;0;202511
Omoda;C7;Prestige 1.5 TGDI PHEV DHT;I/OMODA 7 PHEV PRESTIGE;2526;Omoda C7 Prestige 1.5 TGDI PHEV DHT 2526;279990;0;0;0;;1;0;4000;0;8399,7;0;202511
Omoda;E5;EV;I/OMODA E5;2526;Omoda E5 EV 2526;209990;0;10000;0,006024;11100;0;0;0;6000;21100;0;202511
Jaecoo;7;Luxury 1.5 TGDI PHEV DHT;I/JAECOO 7 LUXURY;2526;Jaecoo 7 Luxury 1.5 TGDI PHEV DHT 2526;229990;5000;25000;0,006024;12200;0;0;0;6000;30000;0;202511
Jaecoo;7;Prestige 1.5 TGDI PHEV DHT;I/JAECOO 7 PRESTIGE;2526;Jaecoo 7 Prestige 1.5 TGDI PHEV DHT 2526;249990;0;15500;0,006024;13300;0;0;0;6000;15500;0;202511
GWM;Haval H9;Exclusive 2.4 TD AT;I/GWM HAVAL H9 EXC;2526;GWM Haval H9 Exclusive 2.4 TD AT 2526;329000;0;0;1,455036;0;0;0;0;0;0;0;202511
Jeep;Compass;Serie S 1.3 TGDI AT;JEEP/COMPASS SERIE S T;2526;Jeep Compass Serie S 1.3 TGDI AT 2526;225390;2000;8000;0,00603;14900;0;0;0;0;24900;0;202511
Jeep;Compass;Blackhawk 2.0 TGDI AT;JEEP/COMPASS BLACKHAWK;2526;Jeep Compass Blackhawk 2.0 TGDI AT 2526;268890;5000;5000;0,00603;17800;0;0;0;0;27800;0;202511
VW;T-Cross;1.0 TGDI AT;VW/T CROSS TSI;2526;VW T-Cross 1.0 TGDI AT 2526;157490;5136;0;0,008012;1800;0;0;0;2000;6936;0;202511
VW;T-Cross;Comfortline 1.0 TGDI AT;VW/T CROSS CL TSI;2526;VW T-Cross Comfortline 1.0 TGDI AT 2526;177490;7000;10000;0,006024;9400;0;0;0;0;26400;0;202511
VW;T-Cross;Highline 1.4 TGDI AT;VW/T CROSS HL TSI;2526;VW T-Cross Highline 1.4 TGDI AT 2526;191490;10000;7000;0,00603;12700;0;0;0;2000;29700;0;202511
VW;T-Cross;Extreme 1.4 TGDI AT;VW/T CROSS EXTREME TSI;2526;VW T-Cross Extreme 1.4 TGDI AT 2526;198490;10000;7000;0,00603;13200;0;0;0;2000;30200;0;202511
VW;Nivus;Comfortline 1.0 TGDI AT;VW/NIVUS CL TSI;2526;VW Nivus Comfortline 1.0 TGDI AT 2526;152990;5000;5000;0,994048;8800;0;0;0;1000;18800;0;202511
VW;Nivus;Highline 1.0 TGDI AT;VW/NIVUS HL TSI;2526;VW Nivus Highline 1.0 TGDI AT 2526;167990;12800;5200;0,995036;5700;0;0;0;2000;23700;0;202511
VW;Nivus;GTS 1.4 TGDI AT;VW/NIVUS GTS;2526;VW Nivus GTS 1.4 TGDI AT 2526;184990;0;0;0,007018;5100;0;0;0;0;5100;0;202511
GWM;Ora 03;Skin EV;I/GWM ORA 03 SKIN BEV48;2526;GWM Ora 03 Skin EV 2526;169000;15000;10000;0,006032;11900;1;0;0;3080;25000;0;202511
GWM;Ora 03;GT EV;I/GWM ORA 03 GT BEV63;2526;GWM Ora 03 GT EV 2526;199000;10000;10000;0,006024;10500;1;0;0;3780;20000;0;202511
GWM;Haval H6;One 1.5 TGDI HEV DHT;I/GWM HAVAL H6 HEV;2525;GWM Haval H6 One 1.5 TGDI HEV DHT 2525;199000;0;15000;0,006024;10500;1;0;0;5000;25500;0;202511
GWM;Haval H6;2 1.5 TGDI HEV DHT;"I/GWM HAVAL H6 PREM HEV;I/GWM HAVAL H6 HEV2";2525;GWM Haval H6 2 1.5 TGDI HEV DHT 2525;220000;0;15000;0,006024;11700;1;0;0;5000;26700;0;202511
GWM;Haval H6;19 1.5 TGDI PHEV DHT;"I/GWM HAVAL H6 PHEV 19;I/GWM HAVAL H6 PHEV19";2525;GWM Haval H6 19 1.5 TGDI PHEV DHT 2525;245000;0;20000;0,006036;19500;1;0;0;5000;39500;0;202511
GWM;Haval H6;34 1.5 TGDI PHEV DHT;I/GWM HAVAL H6 PREM PHEV;2525;GWM Haval H6 34 1.5 TGDI PHEV DHT 2525;288000;0;25000;0,006036;22900;1;0;0;10000;47900;0;202511
GWM;Haval H6;GT 1.5 TGDI PHEV DHT;I/GWM HAVAL H6 GT;2525;GWM Haval H6 GT 1.5 TGDI PHEV DHT 2525;325000;0;30000;0,006036;25800;1;0;0;10000;55800;0;202511
Jeep;Commander;Longitude 1.3 TGDI AT;JEEP/COMMANDER LONG T;2526;Jeep Commander Longitude 1.3 TGDI AT 2526;224290;0;2500;0;;0;0;0;0;2500;0;202511
Jeep;Commander;Limited 1.3 TGDI AT;"JEEP/COMMANDER LIM T;JEEP/COMMANDER LIM 7 270";2526;Jeep Commander Limited 1.3 TGDI AT 2526;250690;10000;14500;0;;0;0;0;0;24500;0;202511
Jeep;Commander;Overland 1.3 TGDI AT;"JEEP/COMMANDER OVR T;JEEP/COMMANDER OVE 7 270";2526;Jeep Commander Overland 1.3 TGDI AT 2526;278190;10000;16500;0;;0;0;0;0;26500;0;202511
Jeep;Commander;Overland 2.2 TD AT 4x4;JEEP/COMMANDER OVR TD;2526;Jeep Commander Overland 2.2 TD AT 4x4 2526;313190;0;18500;0;;0;0;0;0;18500;0;202511
Jeep;Commander;Overland Hurricane 2.0 TGDI AT 4x4;JEEP/COMMANDER OVR T 2.0;2526;Jeep Commander Overland Hurricane 2.0 TGDI AT 4x4 2526;329890;0;19500;0;;0;0;0;0;19500;0;202511
Jeep;Compass;Sport 1.3 TGDI AT;JEEP/COMPASS SPORT T;2526;Jeep Compass Sport 1.3 TGDI AT 2526;171490;7500;0;0;;0;0;0;0;7500;0;202511
Jeep;Compass;Longitude 1.3 TGDI AT;JEEP/COMPASS LONG T;2526;Jeep Compass Longitude 1.3 TGDI AT 2526;195890;3000;11000;0,00503;17400;0;0;0;0;31400;0;202511
Jeep;Renegade;Altitude 1.3 TGDI AT;JEEP/RENEGADE ALTIT T270;2526;Jeep Renegade Altitude 1.3 TGDI AT 2526;145190;0;8000;0;;0;0;0;0;8000;0;202511
Jeep;Renegade;Longitude 1.3 TGDI AT;JEEP/RENEGADE LGTD T270;2526;Jeep Renegade Longitude 1.3 TGDI AT 2526;162390;3000;14000;0,00503;14400;0;0;0;0;31400;0;202511
Jeep;Renegade;Sahara 1.3 TGDI AT;JEEP/RENEGADE SAHARA;2526;Jeep Renegade Sahara 1.3 TGDI AT 2526;172590;3000;8000;0,00603;11400;0;0;0;0;22400;0;202511
Jeep;Renegade;Willys 1.3 TGDI AT 4x4;JEEP/RENEGADE WILLYS 4X4;2526;Jeep Renegade Willys 1.3 TGDI AT 4x4 2526;185790;0;8000;0,00603;12300;0;0;0;0;20300;0;202511
BYD;Dolphin;GS EV;I/BYD DOLPHIN GS 180EV;2526;BYD Dolphin GS EV 2526;149990;0;8000;0,006024;8000;0;0;0;0;8000;0;202511
BYD;Dolphin;Plus EV;I/BYD DOLPHIN PLUS 310EV;2525;BYD Dolphin Plus EV 2525;184800;0;5000;0,006024;9800;0;0;0;0;14800;0;202511
BYD;Song Plus;GS 1.5 PHEV DHT;I/BYD SONG PLUS GS DM;2526;BYD Song Plus GS 1.5 PHEV DHT 2526;249990;0;10000;0,006036;19900;0;0;0;0;29900;0;202511
BYD;Song Plus;Premium 1.5 TGDI PHEV DHT;I/BYD SONG PLUS PREM DM;2526;BYD Song Plus Premium 1.5 TGDI PHEV DHT 2526;299800;0;20000;0,006036;23800;0;0;0;0;43800;0;202511
BYD;Song Pro;GS 1.5 PHEV DHT;I/BYD SONG PRO GS DM;2526;BYD Song Pro GS 1.5 PHEV DHT 2526;199990;0;0;0,006036;15900;0;0;0;0;15900;0;202511
BYD;Yuan Plus;GL EV;I/BYD YUAN PLUS GL 310EV;2526;BYD Yuan Plus GL EV 2526;235990;0;15000;0,006036;18800;0;0;0;0;33800;0;202511
BYD;Yuan Pro;GS EV;I/BYD YUAN PRO GS 290EV;2525;BYD Yuan Pro GS EV 2525;182990;0;10000;0,006024;9700;0;0;0;0;19700;0;202511
Omoda;C5;Luxury 1.5 TGDI HEV DHT;I/OMODA 5 HEV LUXURY;2526;Omoda C5 Luxury 1.5 TGDI HEV DHT 2526;159990;0;0;0;;0;0;0;0;0;0;202511
Hyundai;Creta;Comfort 1.0 TGDI AT;HYUNDAI/CRETA1TF COMFORT;2526;Hyundai Creta Comfort 1.0 TGDI AT 2526;151290;13300;0;0,006018;6000;0;0;0;3300;19300;0;202511
Hyundai;Creta;Limited 1.0 TGDI AT;HYUNDAI/CRETA1TF LIMITED;2526;Hyundai Creta Limited 1.0 TGDI AT 2526;167290;15000;0;0,006018;6700;0;0;0;5000;26700;0;202511
Hyundai;Creta;N Line 1.0 TGDI AT;HYUNDAI/CRETA1TF NLINE;2526;Hyundai Creta N Line 1.0 TGDI AT 2526;189890;10000;0;0,006018;7500;0;0;0;0;17500;0;202511
Hyundai;Creta;Platinum 1.0 TGDI AT;HYUNDAI/CRETA1TF PLATINU;2526;Hyundai Creta Platinum 1.0 TGDI AT 2526;182890;6000;0;0,006018;7300;0;0;0;0;13300;0;202511
Hyundai;Creta;Ultimate 1.6 TGDI DCT;HYUNDAI/CRETA16G ULTIMTE;2526;Hyundai Creta Ultimate 1.6 TGDI DCT 2526;199590;6000;0;0,006018;7900;0;0;0;0;13900;0;202511
Nissan;Kicks;Sense 1.0 TGDI DCT;NISSAN/KICKS SENSE AT;2526;Nissan Kicks Sense 1.0 TGDI DCT 2526;166990;0;20000;0,006018;6600;0;0;0;2700;26600;0;202511
Nissan;Kicks;Advance 1.0 TGDI DCT;NISSAN/KICKS ADVANCE AT;2526;Nissan Kicks Advance 1.0 TGDI DCT 2526;177990;0;20000;0,006018;7100;0;0;0;2700;27100;0;202511
Nissan;Kicks;Exclusive 1.0 TGDI DCT;NISSAN/KICKS EXCLUSIV AT;2526;Nissan Kicks Exclusive 1.0 TGDI DCT 2526;184790;0;15000;0,006018;7300;0;0;0;1500;22300;0;202511
Nissan;Kicks;Platinum 1.0 TGDI DCT;NISSAN/KICKS PLATINUM AT;2526;Nissan Kicks Platinum 1.0 TGDI DCT 2526;199000;0;15000;0,006018;7900;0;0;0;1500;22900;0;202511
GAC;Aion V;Elite EV;I/GAC AION V ELITE;2526;GAC Aion V Elite EV 2526;219990;0;8000;0,006024;11700;0;0;0;3000;19700;0;202511
GAC;GS4;Premium 2.0 HEV CVT;I/GAC GS4 PREMIUM;2526;GAC GS4 Premium 2.0 HEV CVT 2526;191990;0;15000;0,006024;10200;0;0;0;3000;25200;0;202511
GAC;GS4;Elite 2.0 HEV CVT;I/GAC GS4 ELITE;2526;GAC GS4 Elite 2.0 HEV CVT 2526;209990;0;13000;0,006024;11100;0;0;0;3000;24100;0;202511
MG;S5;Luxury;I/SAIC MGS5 EV 49KWH LUX;2526;MG S5 Luxury 2526;238800;19000;0;0,006024;12700;0;0;0;0;31700;0;202511
MG;MG4;X-Power;;2526;MG MG4 X-Power 2526;229800;5000;0;0,006024;12200;0;0;0;0;17200;0;202511
Jaecoo;5;Comfort 1.5 TGDI HEV DHT;;2526;Jaecoo 5 Comfort 1.5 TGDI HEV DHT 2526;149990;0;0;0;;0;0;0;0;0;0;202511
Jaecoo;5;Luxury 1.5 TGDI HEV DHT;;2526;Jaecoo 5 Luxury 1.5 TGDI HEV DHT 2526;164990;0;0;0;;0;0;0;0;0;0;202511
Jaecoo;5;Prestige 1.5 TGDI HEV DHT;;2526;Jaecoo 5 Prestige 1.5 TGDI HEV DHT 2526;179990;0;0;0;;0;0;0;0;0;0;202511
Toyota;Yaris Cross;XRX 1.5 CVT;TOYOTA/YCROSS XRX FLEX;2526;Toyota Yaris Cross XRX 1.5 CVT 2526;178990;0;0;0;;0;0;0;0;0;0;202511
Toyota;Yaris Cross;XRE 1.5 CVT;TOYOTA/YCROSS XRE FLEX;2526;Toyota Yaris Cross XRE 1.5 CVT 2526;161390;0;0;0;;0;0;0;0;0;0;202511
Toyota;Yaris Cross;XRE 1.5 HEV CVT;TOYOTA/YCROSS XRE-HYBRID;2526;Toyota Yaris Cross XRE 1.5 HEV CVT 2526;172390;0;0;0;;0;0;0;0;0;0;202511
Toyota;Yaris Cross;XRX 1.5 HEV CVT;TOYOTA/YCROSS XRX-HYBRID;2526;Toyota Yaris Cross XRX 1.5 HEV CVT 2526;189990;0;0;0;;0;0;0;0;0;0;202511
Geely;EX2;Pro;I/GEELY EX2 PRO;2526;Geely EX2 Pro 2526;119990;0;0;0;;0;0;0;0;0;0;202511
Geely;EX2;Max;I/GEELY EX2 MAX;2526;Geely EX2 Max 2526;135100;0;0;0;;0;0;0;0;0;0;202511
BYD;Dolphin;Mini GL EV;;2526;BYD Dolphin Mini GL EV 2526;118990;0;0;0;;0;0;0;0;0;0;202511
GWM;Haval H6;2 1.5 TGDI HEV DHT;"I/GWM HAVAL H6 PREM HEV;I/GWM HAVAL H6 HEV2";2526;GWM Haval H6 2 1.5 TGDI HEV DHT 2526;223000;0;10000;0,006018;8900;0;0;0;5000;10000;0;202512
GWM;Haval H6;19 1.5 TGDI PHEV DHT;"I/GWM HAVAL H6 PHEV 19;I/GWM HAVAL H6 PHEV19";2526;GWM Haval H6 19 1.5 TGDI PHEV DHT 2526;248000;0;10000;0,006018;9900;0;0;0;5000;10000;0;202512
GWM;Haval H6;35 1.5 TGDI PHEV DHT;"I/GWM HAVAL H6 PHEV35;I/GWM HAVAL H6 PHEV";2526;GWM Haval H6 35 1.5 TGDI PHEV DHT 2526;288000;0;10000;0,006018;11400;0;0;0;5000;10000;0;202512
GWM;Haval H6;GT 1.5 TGDI PHEV DHT;I/GWM HAVAL H6 GT;2526;GWM Haval H6 GT 1.5 TGDI PHEV DHT 2526;325000;0;10000;0,006018;12900;0;0;0;5000;10000;0;202512
Renault;Boreal;Evolution 1.3 TGDI DCT;RENAULT/BOREAL EVO;2526;Renault Boreal Evolution 1.3 TGDI DCT 2526;179990;0;0;0;;0;0;0;0;0;0;202512
Renault;Boreal;Techno 1.3 TGDI DCT;RENAULT/BOREAL TECH;2526;Renault Boreal Techno 1.3 TGDI DCT 2526;199990;0;0;0;;0;0;0;0;0;0;202512
Renault;Boreal;Iconic 1.3 TGDI DCT;RENAULT/BOREAL ICO;2526;Renault Boreal Iconic 1.3 TGDI DCT 2526;214990;0;0;0;;0;0;0;0;0;0;202512
Jaecoo;7;Luxury 1.5 TGDI PHEV DHT;I/JAECOO 7 LUXURY;2526;Jaecoo 7 Luxury 1.5 TGDI PHEV DHT 2526;234990;5000;25000;0,006024;12500;0;0;0;6000;30000;0;202512
Jaecoo;7;Prestige 1.5 TGDI PHEV DHT;I/JAECOO 7 PRESTIGE;2526;Jaecoo 7 Prestige 1.5 TGDI PHEV DHT 2526;256990;0;15500;0,006024;13600;0;0;0;6000;15500;0;202512
VW;Tera;1.0 MPI MT;VW/TERA MPI;2526;VW Tera 1.0 MPI MT 2526;105890;0;6000;0,008012;1200;0;0;0;1500;7200;0;202512
VW;Tera;Comfort 1.0 TGDI AT;VW/TERA COMFORT TSI;2526;VW Tera Comfort 1.0 TGDI AT 2526;128890;0;8300;0,006018;5100;0;0;0;1300;13400;0;202512
VW;Tera;High 1.0 TGDI AT;VW/TERA HIGH TSI;2526;VW Tera High 1.0 TGDI AT 2526;141890;0;10000;0,006018;5600;0;0;0;2000;15600;0;202512
VW;Nivus;Comfortline 1.0 TGDI AT;VW/NIVUS CL TSI;2526;VW Nivus Comfortline 1.0 TGDI AT 2526;152990;5000;8000;0,994048;8800;0;0;0;1000;21800;0;202512
VW;Nivus;Highline 1.0 TGDI AT;VW/NIVUS HL TSI;2526;VW Nivus Highline 1.0 TGDI AT 2526;167990;14800;7200;0,995036;5700;0;0;0;2000;27700;0;202512
VW;T-Cross;1.0 TGDI AT;VW/T CROSS TSI;2526;VW T-Cross 1.0 TGDI AT 2526;157490;12136;0;0,008012;1800;0;0;0;2000;13936;0;202512
VW;T-Cross;Comfortline 1.0 TGDI AT;VW/T CROSS CL TSI;2526;VW T-Cross Comfortline 1.0 TGDI AT 2526;177490;13000;12500;0,006024;9400;0;0;0;2500;34900;0;202512
VW;T-Cross;Highline 1.4 TGDI AT;VW/T CROSS HL TSI;2526;VW T-Cross Highline 1.4 TGDI AT 2526;191490;10000;12000;0,00603;12700;0;0;0;2000;34700;0;202512
VW;T-Cross;Extreme 1.4 TGDI AT;VW/T CROSS EXTREME TSI;2526;VW T-Cross Extreme 1.4 TGDI AT 2526;198490;10000;12000;0,00603;13200;0;0;0;2000;35200;0;202512
VW;T-Cross;Sense 1.0 TGDI AT;VW/T CROSS SENSE TSI;2526;VW T-Cross Sense 1.0 TGDI AT 2526;119990;0;0;0;;0;0;0;0;0;0;202512
VW;Taos;Comfortline 1.4 TGDI AT;I/VW TAOS CL TSI;2525;VW Taos Comfortline 1.4 TGDI AT 2525;206990;16000;0;0,006024;11000;0;0;0;6500;27000;0;202512
VW;Taos;Highline 1.4 TGDI AT;I/VW TAOS HL TSI;2525;VW Taos Highline 1.4 TGDI AT 2525;231990;26000;0;0,006024;12300;0;0;0;0;38300;0;202512
VW;Tiguan;Allspace R-Line 2.0 TGDI AT;I/VW TIGUAN ALLSPACE RL;2525;VW Tiguan Allspace R-Line 2.0 TGDI AT 2525;305990;40000;11000;0,496024;10700;0;0;0;5000;61700;0;202512
Geely;EX2;Pro;I/GEELY EX2 PRO;2526;Geely EX2 Pro 2526;119990;0;0;0,006024;6400;0;0;0;0;6400;0;202512
Geely;EX2;Max;I/GEELY EX2 MAX;2526;Geely EX2 Max 2526;135100;0;0;0,006024;7200;0;0;4000;0;7200;0;202512
Geely;EX5;Pro EV;I/GEELY EX5 PRO;2526;Geely EX5 Pro EV 2526;205800;25000;0;0,006024;10900;0;0;4000;0;29000;0;202512
Geely;EX5;Max EV;I/GEELY EX5 MAX;2526;Geely EX5 Max EV 2526;225800;10000;0;0,006018;9000;0;0;4000;0;14000;0;202512
BYD;Dolphin;GS EV;I/BYD DOLPHIN GS 180EV;2526;BYD Dolphin GS EV 2526;149990;0;8000;0,006024;8000;0;0;0;0;8000;0;202512
BYD;Yuan Pro;GS EV;I/BYD YUAN PRO GS 290EV;2526;BYD Yuan Pro GS EV 2526;182990;0;10000;0,006024;9700;0;0;0;0;19700;0;202512
BYD;Song Pro;GL 1.5 PHEV DHT;"I/BYD SONG PRO GL DM;BYD/SONG PRO GL DM";2526;BYD Song Pro GL 1.5 PHEV DHT 2526;189990;0;0;0;;0;0;0;0;0;0;202512
Omoda;C5;Prestige 1.5 TGDI HEV DHT;I/OMODA 5 HEV PRESTIGE;2526;Omoda C5 Prestige 1.5 TGDI HEV DHT 2526;184990;0;8000;0,855036;8100;0;0;0;2000;8000;0;202512
Omoda;C7;Luxury 1.5 TGDI PHEV DHT;I/OMODA 7 PHEV LUXURY;2526;Omoda C7 Luxury 1.5 TGDI PHEV DHT 2526;254990;0;0;0;;0;0;0;0;0;0;202512
Omoda;C7;Prestige 1.5 TGDI PHEV DHT;I/OMODA 7 PHEV PRESTIGE;2526;Omoda C7 Prestige 1.5 TGDI PHEV DHT 2526;279990;0;15000;0,006024;14800;0;0;0;5000;15000;0;202512
Omoda;E5;EV;I/OMODA E5;2526;Omoda E5 EV 2526;209990;0;10000;0,006024;11100;0;0;0;6000;10000;0;202512
Fiat;Pulse;Drive 1.3 MT;FIAT/PULSE DRIVE MT;2526;Fiat Pulse Drive 1.3 MT 2526;101990;0;0;0;;0;0;0;0;0;0;202512
