brand;model;version;registration_base_description;my_code;control;msrp;retail_bonus;trade_in_bonus;subsidized_rate_monthly;down_payment_percent;installments;rate_cost;insurance_years;ipva_value;others_bonus;dealer_rebate;total_customer_benefit;comment;offer_month_code
Jeep;Commander;Overland 2.2 TD AT 4x4;JEEP/COMMANDER OVR TD;26/26;Jeep Commander Overland 2.2 TD AT 4x4 2626;R$319.490;R$0;R$24.500;0,00;00;00;;0Y;R$0;R$0;R$0;R$24.500;0;202602
Jeep;Commander;Overland 1.3 TGDI AT;"JEEP/COMMANDER OVR T;JEEP/COMMANDER OVE 7 270";26/26;Jeep Commander Overland 1.3 TGDI AT 2626;R$283.790;R$0;R$28.000;0,00;60;24;R$14.700;0Y;R$0;R$0;R$0;R$42.700;0;202602
Jeep;Commander;Limited 1.3 TGDI AT;"JEEP/COMMANDER LIM T;JEEP/COMMANDER LIM 7 270";26/26;Jeep Commander Limited 1.3 TGDI AT 2626;R$255.690;R$0;R$26.000;0,00;60;24;R$13.300;0Y;R$0;R$0;R$0;R$39.300;0;202602
Jeep;Commander;Blackhawk Hurricane 2.0 TGDI AT 4x4;JEEP/COMMANDER BLACKHAWK;26/26;Jeep Commander Blackhawk Hurricane 2.0 TGDI AT 4x4 2626;R$336.490;R$0;R$25.500;0,00;60;24;R$17.500;0Y;R$0;R$0;R$0;R$43.000;0;202602
Jeep;Renegade;Sport 1.3 TGDI AT;JEEP/RENEGADE SPT T FLEX;26/26;Jeep Renegade Sport 1.3 TGDI AT 2626;R$118.290;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202602
Jeep;Renegade;Altitude 1.3 TGDI AT;JEEP/RENEGADE ALTIT T270;26/26;Jeep Renegade Altitude 1.3 TGDI AT 2626;R$147.990;R$6.000;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$6.000;0;202602
Jeep;Renegade;Longitude 1.3 TGDI AT;JEEP/RENEGADE LGTD T270;26/26;Jeep Renegade Longitude 1.3 TGDI AT 2626;R$165.690;R$3.000;R$14.000;0,00;50;30;R$14.700;0Y;R$0;R$0;R$0;R$31.700;0;202602
Jeep;Renegade;Sahara 1.3 TGDI AT;JEEP/RENEGADE SAHARA;26/26;Jeep Renegade Sahara 1.3 TGDI AT 2626;R$175.990;R$3.000;R$8.000;0,00;60;30;R$11.700;0Y;R$0;R$0;R$0;R$22.700;0;202602
Jeep;Renegade;Willys 1.3 TGDI AT 4x4;JEEP/RENEGADE WILLYS 4X4;26/26;Jeep Renegade Willys 1.3 TGDI AT 4x4 2626;R$189.490;R$0;R$8.000;0,00;60;30;R$12.600;0Y;R$0;R$0;R$0;R$20.600;0;202602
Jeep;Compass;Sport 1.3 TGDI AT;JEEP/COMPASS SPORT T;26/26;Jeep Compass Sport 1.3 TGDI AT 2626;R$174.990;R$15.000;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$15.000;0;202602
Jeep;Compass;Serie S 1.3 TGDI AT;JEEP/COMPASS SERIE S T;26/26;Jeep Compass Serie S 1.3 TGDI AT 2626;R$229.890;R$2.000;R$11.000;0,00;60;30;R$14.900;0Y;R$0;R$0;R$0;R$27.900;0;202602
VW;Tera;1.0 MPI MT;VW/TERA MPI;26/26;VW Tera 1.0 MPI MT 2626;R$105.626;R$3.000;R$0;0,00;80;12;R$1.200;0Y;R$0;R$0;R$1.500;R$4.200;0;202602
VW;Tera;1.0 TGDI MT;VW/TERA TSI;26/26;VW Tera 1.0 TGDI MT 2626;R$121.390;R$0;R$0;0,00;80;12;R$1.400;0Y;R$0;R$0;R$0;R$1.400;0;202602
VW;Tera;Comfort 1.0 TGDI AT;VW/TERA COMFORT TSI;26/26;VW Tera Comfort 1.0 TGDI AT 2626;R$131.390;R$0;R$8.300;0,00;60;18;R$5.100;0Y;R$0;R$0;R$1.300;R$13.400;0;202602
VW;Tera;High 1.0 TGDI AT;VW/TERA HIGH TSI;26/26;VW Tera High 1.0 TGDI AT 2626;R$144.390;R$0;R$10.000;0,00;60;18;R$5.600;0Y;R$0;R$0;R$2.000;R$15.600;0;202602
VW;Nivus;Comfortline 1.0 TGDI AT;VW/NIVUS CL TSI;26/26;VW Nivus Comfortline 1.0 TGDI AT 2626;R$156.890;R$7.400;R$8.000;0,99;40;48;R$8.800;0Y;R$0;R$0;R$1.000;R$24.200;0;202602
VW;Nivus;Highline 1.0 TGDI AT;VW/NIVUS HL TSI;26/26;VW Nivus Highline 1.0 TGDI AT 2626;R$172.190;R$17.500;R$7.200;0,99;50;36;R$5.700;0Y;R$0;R$0;R$2.000;R$30.400;0;202602
VW;Nivus;GTS 1.4 TGDI AT;VW/NIVUS GTS;26/26;VW Nivus GTS 1.4 TGDI AT 2626;R$189.690;R$0;R$16.000;0,00;70;18;R$5.100;0Y;R$0;R$0;R$0;R$21.100;0;202602
VW;Nivus;Sense 1.0 TGDI AT;VW/NIVUS SENSE TSI;26/26;VW Nivus Sense 1.0 TGDI AT 2626;R$119.990;R$0;R$0;0,00;80;12;R$1.400;0Y;R$0;R$0;R$0;R$1.400;0;202602
VW;T-Cross;1.0 TGDI AT;VW/T CROSS TSI;26/26;VW T-Cross 1.0 TGDI AT 2626;R$161.490;R$13.100;R$0;0,00;60;24;R$8.300;0Y;R$0;R$0;R$2.000;R$21.400;0;202602
VW;T-Cross;Comfortline 1.0 TGDI AT;VW/T CROSS CL TSI;26/26;VW T-Cross Comfortline 1.0 TGDI AT 2626;R$181.990;R$16.000;R$12.500;0,00;60;36;R$14.100;0Y;R$0;R$0;R$2.500;R$42.600;0;202602
VW;T-Cross;Highline 1.4 TGDI AT;VW/T CROSS HL TSI;26/26;VW T-Cross Highline 1.4 TGDI AT 2626;R$196.290;R$13.300;R$12.000;0,00;60;36;R$15.200;0Y;R$0;R$0;R$2.000;R$40.500;0;202602
VW;T-Cross;Extreme 1.4 TGDI AT;VW/T CROSS EXTREME TSI;26/26;VW T-Cross Extreme 1.4 TGDI AT 2626;R$203.490;R$13.500;R$12.000;0,00;60;30;R$13.200;0Y;R$0;R$0;R$2.000;R$38.700;0;202602
VW;Taos;Comfortline 1.4 TGDI AT;I/VW TAOS CL TSI;26/26;VW Taos Comfortline 1.4 TGDI AT 2626;R$199.990;R$0;R$0;0,00;50;24;R$14.200;0Y;R$0;R$0;R$0;R$14.200;0;202602
VW;Taos;Highline 1.4 TGDI AT;I/VW TAOS HL TSI;26/26;VW Taos Highline 1.4 TGDI AT 2626;R$209.990;R$0;R$0;0,00;50;24;R$14.900;0Y;R$0;R$0;R$0;R$14.900;0;202602
VW;T-Cross;Sense 1.0 TGDI AT;VW/T CROSS SENSE TSI;25/26;VW T-Cross Sense 1.0 TGDI AT 2526;R$119.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202602
VW;Tiguan;Allspace R-Line 2.0 TGDI AT;I/VW TIGUAN ALLSPACE RL;25/25;VW Tiguan Allspace R-Line 2.0 TGDI AT 2525;R$324.390;R$40.000;R$11.000;0,49;60;24;R$11.400;0Y;R$0;R$0;R$5.000;R$62.400;0;202602
Honda;HR-V;EX 1.5 CVT;"HONDA/HR-V EX;HONDA/HR-V EX HS";25/26;Honda HR-V EX 1.5 CVT 2526;R$166.400;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202602
Honda;HR-V;EXL 1.5 CVT;"HONDA/HR-V EXL;HONDA/HR-V EXL HS";25/26;Honda HR-V EXL 1.5 CVT 2526;R$174.300;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202602
Honda;HR-V;Advance 1.5 TGDI CVT;HONDA/HR-V ADVANCE;25/26;Honda HR-V Advance 1.5 TGDI CVT 2526;R$203.300;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202602
Honda;HR-V;Touring  1.5 TGDI CVT;HONDA/HR-V TOURING;25/26;Honda HR-V Touring  1.5 TGDI CVT 2526;R$214.000;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202602
Nissan;Kicks;Sense 1.0 TGDI DCT;NISSAN/KICKS SENSE AT;25/26;Nissan Kicks Sense 1.0 TGDI DCT 2526;R$168.690;R$10.500;R$14.000;0,00;60;18;R$6.700;0Y;R$0;R$0;R$5.000;R$31.200;0;202602
Nissan;Kicks;Advance 1.0 TGDI DCT;NISSAN/KICKS ADVANCE AT;25/26;Nissan Kicks Advance 1.0 TGDI DCT 2526;R$179.990;R$10.500;R$21.500;0,00;60;18;R$7.200;0Y;R$0;R$0;R$6.200;R$39.200;0;202602
Nissan;Kicks;Exclusive 1.0 TGDI DCT;NISSAN/KICKS EXCLUSIV AT;25/26;Nissan Kicks Exclusive 1.0 TGDI DCT 2526;R$187.190;R$10.500;R$14.000;0,00;60;18;R$7.400;0Y;R$0;R$0;R$5.000;R$31.900;0;202602
GM;Spark EUV;BEV;I/CHEV SPARK EUV ACTIV;25/26;GM Spark EUV BEV 2526;R$169.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202602
GAC;Aion Y;Premium;I/GAC AION Y PREMIUM;25/26;GAC Aion Y Premium 2526;R$175.990;R$0;R$14.000;0,00;60;24;R$9.300;0Y;R$0;R$4.000;R$3.000;R$27.300;0;202602
GAC;Aion Y;Elite BEV;I/GAC AION Y ELITE;25/26;GAC Aion Y Elite BEV 2526;R$187.990;R$0;R$7.000;0,00;60;24;R$10.000;0Y;R$0;R$4.000;R$3.000;R$21.000;0;202602
Geely;EX5;Pro PHEV;;26/26;Geely EX5 Pro PHEV 2626;R$195.800;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202602
Omoda;C7;Luxury 1.5 TGDI PHEV DHT;;26/26;Omoda C7 Luxury 1.5 TGDI PHEV DHT 2626;R$242.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$10.000;0;202602
Omoda;C7;Prestige 1.5 TGDI PHEV DHT;;26/26;Omoda C7 Prestige 1.5 TGDI PHEV DHT 2626;R$267.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$15.000;0;202602
Fiat;Pulse;Drive 1.3 MT;FIAT/PULSE DRIVE MT;26/26;Fiat Pulse Drive 1.3 MT 2626;R$102.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202602
Fiat;Pulse;Drive 1.3 AT;FIAT/PULSE DRIVE AT;26/26;Fiat Pulse Drive 1.3 AT 2626;R$114.990;R$0;R$2.000;0,00;00;00;;0Y;R$0;R$0;R$0;R$2.000;0;202602
Fiat;Pulse;1.0 TGDI AT;FIAT/PULSE TURBO 200;26/26;Fiat Pulse 1.0 TGDI AT 2626;R$118.990;R$0;R$0;0,00;60;12;R$3.100;0Y;R$0;R$0;R$0;R$3.100;0;202602
Fiat;Pulse;Audace 1.0 TGDI MHEV AT;FIAT/PULSE AUDACE HYB;26/26;Fiat Pulse Audace 1.0 TGDI MHEV AT 2626;R$135.990;R$0;R$9.000;0,00;70;18;R$3.700;0Y;R$0;R$0;R$0;R$12.700;0;202602
Fiat;Pulse;Impetus 1.0 TGDI MHEV AT;FIAT/PULSE IMPETUS HYB;26/26;Fiat Pulse Impetus 1.0 TGDI MHEV AT 2626;R$149.990;R$0;R$10.000;0,00;70;18;R$4.100;0Y;R$0;R$0;R$0;R$14.100;0;202602
Fiat;Pulse;Abarth 1.3 TGDI AT;FIAT/PULSE ABARTH 270;26/26;Fiat Pulse Abarth 1.3 TGDI AT 2626;R$160.990;R$0;R$8.000;0,00;00;00;;0Y;R$0;R$0;R$0;R$8.000;0;202602
Fiat;Fastback;1.0 TGDI AT;FIAT/FASTBACK TURBO 200;26/26;Fiat Fastback 1.0 TGDI AT 2626;R$119.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202602
Fiat;Fastback;Abarth 1.3 TGDI AT;FIAT/FASTBACK ABARTH 270;26/26;Fiat Fastback Abarth 1.3 TGDI AT 2626;R$182.980;R$0;R$12.500;0,00;70;18;R$5.000;0Y;R$0;R$0;R$0;R$17.500;0;202602
Fiat;Fastback;Audace 1.0 TGDI MHEV AT;FIAT/FASTBACK AUDACE HYB;26/26;Fiat Fastback Audace 1.0 TGDI MHEV AT 2626;R$165.990;R$8.000;R$17.000;0,00;70;18;R$4.500;0Y;R$0;R$0;R$0;R$29.500;0;202602
Fiat;Fastback;Impetus 1.0 TGDI MHEV AT;FIAT/FASTBACK IMPETUS HY;26/26;Fiat Fastback Impetus 1.0 TGDI MHEV AT 2626;R$171.990;R$4.500;R$18.000;0,00;70;18;R$4.700;0Y;R$0;R$0;R$0;R$27.200;0;202602
Fiat;Fastback;Limited Edition 1.3 TGDI AT;FIAT/FASTBACK LIMITED ED;26/26;Fiat Fastback Limited Edition 1.3 TGDI AT 2626;R$175.990;R$4.500;R$13.000;0,00;70;18;R$4.800;0Y;R$0;R$0;R$0;R$22.300;0;202602
Chery;Tiggo 7;Sport 1.5 TCI CVT;CAOACHERY/TIGGO7 SPORT;25/26;Chery Tiggo 7 Sport 1.5 TCI CVT 2526;R$142.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202602
Chery;Tiggo 7;Pro Max Drive 1.6 TGDI DCT;CAOACHERY/TIGGO7 PRO16TA;25/26;Chery Tiggo 7 Pro Max Drive 1.6 TGDI DCT 2526;R$176.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202602
Chery;Tiggo 7;Pro 1.5 TCI HEV CVT;CAOACHERY/TIGGO7 PRO HA;25/26;Chery Tiggo 7 Pro 1.5 TCI HEV CVT 2526;R$179.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202602
Chery;Tiggo 8;Pro 1.6 TGDI DCT;CAOACHERY/TIGGO8 16TA;25/26;Chery Tiggo 8 Pro 1.6 TGDI DCT 2526;R$198.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202602
Ford;Territory;Titanium 1.5 TGDI AT;I/FORD TERRITORY 1.5T;25/26;Ford Territory Titanium 1.5 TGDI AT 2526;R$219.900;R$15.000;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$15.000;0;202602
GM;Tracker;LT 1.0 TGDI AT;"I/CHEV TRACKER T A LT;CHEV/TRACKER T A LT";25/26;GM Tracker LT 1.0 TGDI AT 2526;R$145.490;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202602
GM;Tracker;LTZ 1.0 TGDI AT;CHEV/TRACKER T A LTZ;25/26;GM Tracker LTZ 1.0 TGDI AT 2526;R$160.790;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202602
GM;Tracker;Premier 1.2 TGDI AT;"I/CHEV TRACKER 12T A PR;CHEV/TRACKER 12T A PR";25/26;GM Tracker Premier 1.2 TGDI AT 2526;R$177.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202602
GM;Tracker;RS 1.2 TGDI AT;CHEV/TRACKER 12T A RS;25/26;GM Tracker RS 1.2 TGDI AT 2526;R$178.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202602
Honda;ZR-V;Touring 2.0 CVT;I/HONDA ZR-V TOURING;25/25;Honda ZR-V Touring 2.0 CVT 2525;R$215.100;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202602
Hyundai;Creta;N Line 1.0 TGDI AT;HYUNDAI/CRETA1TF NLINE;25/26;Hyundai Creta N Line 1.0 TGDI AT 2526;R$189.890;R$8.000;R$0;0,00;60;18;R$7.500;0Y;R$0;R$0;R$0;R$15.500;0;202602
Hyundai;Creta;Comfort 1.0 TGDI AT;HYUNDAI/CRETA1TF COMFORT;25/26;Hyundai Creta Comfort 1.0 TGDI AT 2526;R$151.290;R$15.000;R$0;0,00;60;18;R$6.000;0Y;R$0;R$0;R$4.000;R$21.000;0;202602
Hyundai;Creta;Comfort Safety  1.0 TGDI AT;HYUNDAI/CRETA1TF COMF SF;25/26;Hyundai Creta Comfort Safety  1.0 TGDI AT 2526;R$154.990;R$15.000;R$0;0,00;60;18;R$6.200;0Y;R$0;R$0;R$4.000;R$21.200;0;202602
Hyundai;HB20;Limited 1.0 TGDI AT;;25/26;Hyundai HB20 Limited 1.0 TGDI AT 2526;R$121.490;R$2.000;R$3.000;0,00;70;18;R$3.400;0Y;R$0;R$0;R$0;R$8.400;0;202602
Hyundai;HB20;Platinum 1.0 TGDI AT;;25/26;Hyundai HB20 Platinum 1.0 TGDI AT 2526;R$131.190;R$2.000;R$3.000;0,00;70;18;R$3.600;0Y;R$0;R$0;R$0;R$8.600;0;202602
Jaecoo;8;Prestige 1.5 TGDI PHEV DHT;;25/26;Jaecoo 8 Prestige 1.5 TGDI PHEV DHT 2526;R$309.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202602
Jaecoo;8;Legend 1.5 TGDI PHEV DHT;;25/26;Jaecoo 8 Legend 1.5 TGDI PHEV DHT 2526;R$329.990;R$0;R$10.000;0,00;00;00;;0Y;R$0;R$0;R$0;R$10.000;0;202602
GWM;Wey 07;PHEV AWD;I/GWM WEY 07;26/26;GWM Wey 07 PHEV AWD 2626;R$429.000;R$0;R$0;1,35;50;36;R$3.100;0Y;R$0;R$0;R$0;R$3.100;0;202602
Jaecoo;8;Prestige 1.5 TGDI PHEV DHT;;25/26;Jaecoo 8 Prestige 1.5 TGDI PHEV DHT 2526;R$299.990;R$0;R$10.000;0,00;00;00;;0Y;R$0;R$0;R$0;R$10.000;0;202603
Jaecoo;5;Prestige 1.5 TGDI HEV DHT;;25/26;Jaecoo 5 Prestige 1.5 TGDI HEV DHT 2526;R$174.990;R$5.000;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$5.000;0;202603
Jaecoo;5;Prestige EV;;25/26;Jaecoo 5 Prestige EV 2526;R$189.990;R$0;R$10.000;0,00;00;00;;0Y;R$0;R$0;R$0;R$10.000;0;202602
BYD;Dolphin;Mini GS EV;"I/BYD DOLPHIN MINI GS5EV;BYD/DOLPHIN MINI GS5EV";26/27;BYD Dolphin Mini GS EV 2627;R$119.990;R$0;R$0;1,46;70;60;R$0;0Y;R$0;R$0;R$0;R$0;0;202603
BYD;Dolphin;Mini GL EV;BYD/DOLPHIN MINI GL5EV;26/27;BYD Dolphin Mini GL EV 2627;R$118.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202603
BYD;Dolphin;GS EV;I/BYD DOLPHIN GS 180EV;26/27;BYD Dolphin GS EV 2627;R$149.990;R$0;R$8.000;0,00;60;24;R$8.000;0Y;R$0;R$0;R$0;R$8.000;0;202603
BYD;Song Plus;GS 1.5 TGDI PHEV DHT;I/BYD SONG PLUS GS DM;26/27;BYD Song Plus GS 1.5 TGDI PHEV DHT 2627;R$249.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202603
GWM;Haval H6;19 1.5 TGDI PHEV DHT;"I/GWM HAVAL H6 PHEV 19;I/GWM HAVAL H6 PHEV19;GWM/HAVAL H6 PHEV19";26/26;GWM Haval H6 19 1.5 TGDI PHEV DHT 2626;R$249.000;R$0;R$5.000;0,00;60;18;R$9.900;1Y;R$0;R$0;R$0;R$14.900;0;202603
GWM;Haval H6;35 1.5 TGDI PHEV DHT;"I/GWM HAVAL H6 PHEV;I/GWM HAVAL H6 PHEV35;I/GWM HAVAL H6 PREM PHEV;GWM/HAVAL H6 PHEV35";26/26;GWM Haval H6 35 1.5 TGDI PHEV DHT 2626;R$289.000;R$0;R$5.000;0,00;60;18;R$11.500;1Y;R$0;R$0;R$0;R$16.500;0;202603
GWM;Haval H6;GT 1.5 TGDI PHEV DHT;I/GWM HAVAL H6 GT;26/26;GWM Haval H6 GT 1.5 TGDI PHEV DHT 2626;R$326.000;R$0;R$5.000;0,00;60;18;R$13.000;1Y;R$0;R$0;R$0;R$18.000;0;202603
GWM;Haval H6;2 1.5 TGDI HEV DHT;"GWM/HAVAL H6 HEV2;I/GWM HAVAL H6 HEV2";26/26;GWM Haval H6 2 1.5 TGDI HEV DHT 2626;R$224.000;R$0;R$5.000;0,00;60;18;R$8.900;1Y;R$0;R$0;R$0;R$13.900;0;202603
Ford;Territory;Titanium 1.5 TGDI AT;I/FORD TERRITORY 1.5T;25/26;Ford Territory Titanium 1.5 TGDI AT 2526;R$219.900;R$20.000;R$0;0,00;60;24;R$11.700;0Y;R$0;R$0;R$0;R$31.700;0;202603
Jaecoo;7;Prestige 1.5 TGDI PHEV DHT;I/JAECOO 7 PRESTIGE;25/26;Jaecoo 7 Prestige 1.5 TGDI PHEV DHT 2526;R$256.990;R$0;R$20.000;0,00;60;60;R$34.100;0Y;R$0;R$0;R$11.000;R$34.100;0;202603
Geely;EX5;Pro PHEV;;25/26;Geely EX5 Pro PHEV 2526;R$195.800;R$15.000;R$0;0,00;60;24;R$10.400;0Y;R$0;R$0;R$0;R$25.400;0;202603
Geely;EX5;Pro PHEV;;26/26;Geely EX5 Pro PHEV 2626;R$195.800;R$14.000;R$0;0,00;60;24;R$10.400;0Y;R$0;R$0;R$0;R$24.400;0;202603
Jaecoo;7;Comfort 1.5 TGDI PHEV DHT;0;26/26;Jaecoo 7 Comfort 1.5 TGDI PHEV DHT 2626;R$179.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202603
Jaecoo;7;Luxury 1.5 TGDI PHEV DHT;I/JAECOO 7 LUXURY;25/26;Jaecoo 7 Luxury 1.5 TGDI PHEV DHT 2526;R$234.990;R$5.000;R$20.000;0,00;60;60;R$31.100;0Y;R$0;R$0;R$6.000;R$31.100;0;202603
Omoda;E5;EV;I/OMODA E5;25/26;Omoda E5 EV 2526;R$209.990;R$0;R$10.000;0,00;60;24;R$11.100;0Y;R$0;R$0;R$6.000;R$21.100;0;202603
VW;Tera;1.0 MPI MT;VW/TERA MPI;26/26;VW Tera 1.0 MPI MT 2626;R$105.626;R$3.000;R$0;0,99;30;48;R$7.500;0Y;R$0;R$0;R$1.500;R$10.500;0;202603
VW;Tera;1.0 TGDI MT;VW/TERA TSI;26/26;VW Tera 1.0 TGDI MT 2626;R$121.390;R$0;R$0;0,99;30;48;R$8.700;0Y;R$0;R$0;R$0;R$8.700;0;202603
VW;Tera;Comfort 1.0 TGDI AT;VW/TERA COMFORT TSI;26/26;VW Tera Comfort 1.0 TGDI AT 2626;R$131.390;R$0;R$7.300;0,99;40;36;R$5.700;0Y;R$0;R$0;R$1.300;R$13.000;0;202603
VW;Tera;High 1.0 TGDI AT;VW/TERA HIGH TSI;26/26;VW Tera High 1.0 TGDI AT 2626;R$144.390;R$0;R$10.000;0,99;40;36;R$6.200;0Y;R$0;R$0;R$2.000;R$16.200;0;202603
VW;Nivus;Sense 1.0 TGDI AT;VW/NIVUS SENSE TSI;26/26;VW Nivus Sense 1.0 TGDI AT 2626;R$119.990;R$0;R$0;0,99;50;36;R$4.100;0Y;R$0;R$0;R$0;R$4.100;0;202603
VW;T-Cross;1.0 TGDI AT;VW/T CROSS TSI;26/26;VW T-Cross 1.0 TGDI AT 2626;R$161.490;R$12.000;R$9.500;0,99;40;48;R$9.300;0Y;R$0;R$0;R$2.000;R$30.800;0;202603
VW;T-Cross;Comfortline 1.0 TGDI AT;VW/T CROSS CL TSI;26/26;VW T-Cross Comfortline 1.0 TGDI AT 2626;R$181.990;R$16.000;R$9.500;0,00;60;24;R$9.600;0Y;R$0;R$0;R$2.500;R$35.100;0;202603
VW;T-Cross;Highline 1.4 TGDI AT;VW/T CROSS HL TSI;26/26;VW T-Cross Highline 1.4 TGDI AT 2626;R$196.290;R$13.300;R$12.000;0,00;60;30;R$13.000;0Y;R$0;R$0;R$2.000;R$38.300;0;202603
Nissan;Kicks;Sense 1.0 TGDI DCT;NISSAN/KICKS SENSE AT;25/26;Nissan Kicks Sense 1.0 TGDI DCT 2526;R$168.690;R$0;R$14.000;0,00;60;18;R$6.700;0Y;R$0;R$0;R$1.500;R$20.700;0;202603
Nissan;Kicks;Advance 1.0 TGDI DCT;NISSAN/KICKS ADVANCE AT;25/26;Nissan Kicks Advance 1.0 TGDI DCT 2526;R$179.990;R$0;R$21.500;0,00;60;18;R$7.200;0Y;R$0;R$0;R$2.700;R$28.700;0;202603
Nissan;Kicks;Exclusive 1.0 TGDI DCT;NISSAN/KICKS EXCLUSIV AT;25/26;Nissan Kicks Exclusive 1.0 TGDI DCT 2526;R$187.190;R$0;R$14.000;0,00;60;18;R$7.400;0Y;R$0;R$0;R$1.500;R$21.400;0;202603
Nissan;Kicks;Platinum 1.0 TGDI DCT;NISSAN/KICKS PLATINUM AT;25/26;Nissan Kicks Platinum 1.0 TGDI DCT 2526;R$199.000;R$0;R$14.000;0,00;60;18;R$7.900;0Y;R$0;R$0;R$1.500;R$21.900;0;202603
Nissan;Kait;Sense Plus 1.6 CVT;NISSAN/KAIT SENSE CVT;25/26;Nissan Kait Sense Plus 1.6 CVT 2526;R$139.590;R$2.500;R$0;0,00;60;36;R$11.100;0Y;R$0;R$0;R$0;R$13.600;0;202603
Nissan;Kait;Active 1.6 CVT;;25/26;Nissan Kait Active 1.6 CVT 2526;R$117.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202603
Nissan;Kait;Advance Plus 1.6 CVT;NISSAN/KAIT ADVANCE CVT;25/26;Nissan Kait Advance Plus 1.6 CVT 2526;R$149.890;R$2.500;R$0;0,00;60;36;R$11.900;0Y;R$0;R$0;R$0;R$14.400;0;202603
Nissan;Kait;Exclusive 1.6 CVT;NISSAN/KAIT EXCLUSIV CVT;25/26;Nissan Kait Exclusive 1.6 CVT 2526;R$152.990;R$0;R$0;0,00;60;36;R$12.200;0Y;R$0;R$0;R$0;R$12.200;0;202603
Nissan;Kait;Sense 1.6 CVT;NISSAN/KAIT SENSE CVT;25/26;Nissan Kait Sense 1.6 CVT 2526;R$136.990;R$0;R$0;0,00;60;36;R$10.900;0Y;R$0;R$0;R$0;R$10.900;0;202603
Nissan;Kait;Advance 1.6 CVT;NISSAN/KAIT ADVANCE CVT;25/26;Nissan Kait Advance 1.6 CVT 2526;R$146.990;R$0;R$0;0,00;60;36;R$11.700;0Y;R$0;R$0;R$0;R$11.700;0;202603
MG;S5;Comfort;I/SAIC MGS5 EV 62KWH COM;25/26;MG S5 Comfort 2526;R$218.800;R$15.000;R$14.000;0,79;60;36;R$7.900;0Y;R$0;R$0;R$3.019;R$36.900;0;202603
MG;S5;Luxury;I/SAIC MGS5 EV 49KWH LUX;25/26;MG S5 Luxury 2526;R$238.800;R$19.000;R$14.000;0,79;60;36;R$8.600;0Y;R$0;R$0;R$3.295;R$41.600;0;202603
MG;MG4;Comfort;I/MG MG4 64 KWH COM;25/26;MG MG4 Comfort 2526;R$184.600;R$15.000;R$5.000;0,00;60;24;R$9.800;0Y;R$0;R$0;R$2.575;R$29.800;0;202603
MG;MG4;Luxury;I/MG MG4 64 KWH LUX;25/26;MG MG4 Luxury 2526;R$199.800;R$10.000;R$5.000;0,00;60;24;R$10.600;0Y;R$0;R$0;R$2.787;R$20.600;0;202603
MG;MG4;X-Power;I/MG MG4 64 KWH AWD;25/26;MG MG4 X-Power 2526;R$229.800;R$0;R$10.000;0,00;60;24;R$12.200;0Y;R$0;R$0;R$3.206;R$12.200;0;202603
Leapmotor;C10;REEV;I/LPM C10 REEV E27;25/26;Leapmotor C10 REEV 2526;R$219.990;R$0;R$10.000;0,00;60;24;R$11.700;0Y;R$0;R$0;R$0;R$21.700;0;202603
