SC_0001;SC_0002;SC_0003;SC_0004;SC_0005;SC_0006;DM_0001;DM_0002;DM_0003;DM_0004;DM_0005;DM_0006;DM_0007;DM_0008;DM_0009;DM_0010;DM_0011;PW_0001;PW_0002;PW_0003;PW_0004;PW_0005;PW_0006;PW_0007;PW_0008;PW_0009;PW_0010;PW_0011;PW_0012;PW_0014;PW_0015;PW_0016;PW_0017;PW_0018;PW_0019;PW_0020;PW_0021;PW_0022;PW_0023;PW_0025;PW_0026;PW_0028;PW_0029;PW_0030;PW_0031;PW_0032;PW_0033;PW_0035;PW_0036;PW_0037;PW_0038;PW_0039;PW_0040;PW_0041;PW_0042;PW_0043;PW_0044;OW_0001;OW_0002;OW_0003;OW_0004;OW_0005;OW_0006;OW_0007;OW_0008;OW_0009;OW_0010;EX_0001;EX_0002;EX_0003;EX_0004;EX_0005;EX_0006;EX_0007;EX_0008;EX_0009;EX_0010;EX_0011;EX_0012;EX_0013;EX_0014;EX_0015;EX_0016;EX_0017;EX_0018;EX_0019;EX_0020;EX_0021;EX_0022;EX_0023;EX_0024;EX_0025;EX_0026;EX_0027;EX_0028;EX_0029;EX_0030;EX_0031;EX_0032;EX_0033;EX_0034;EX_0035;EX_0036;EX_0037;EX_0038;EX_0039;EX_0040;EX_0041;EX_0042;EX_0043;IN_0001;IN_0002;IN_0003;IN_0004;IN_0005;IN_0006;IN_0007;IN_0008;IN_0009;IN_0062;IN_0063;IN_0010;IN_0011;IN_0012;IN_0013;IN_0014;IN_0015;IN_0016;IN_0017;IN_0064;IN_0018;IN_0019;IN_0020;IN_0021;IN_0022;IN_0023;IN_0024;IN_0025;IN_0026;IN_0027;IN_0028;IN_0029;IN_0030;IN_0031;IN_0065;IN_0032;IN_0033;IN_0034;IN_0035;IN_0036;IN_0037;IN_0038;IN_0039;IN_0040;IN_0041;IN_0042;IN_0043;IN_0044;IN_0045;IN_0046;IN_0047;IN_0048;IN_0060;IN_0061;IN_0049;IN_0050;IN_0051;IN_0052;IN_0053;IN_0054;IN_0055;IN_0056;IN_0057;IN_0058;CO_0001;CO_0002;CO_0003;CO_0004;CO_0005;CO_0006;CO_0007;CO_0008;CO_0009;CO_0010;CO_0011;CO_0053;CO_0054;CO_0012;CO_0013;CO_0014;CO_0015;CO_0016;CO_0017;CO_0018;CO_0019;CO_0020;CO_0021;CO_0022;CO_0023;CO_0024;CO_0025;CO_0026;CO_0027;CO_0028;CO_0029;CO_0030;CO_0031;CO_0032;CO_0033;CO_0034;CO_0035;CO_0036;CO_0037;CO_0038;CO_0039;CO_0040;CO_0041;CO_0042;CO_0043;CO_0044;CO_0045;CO_0046;CO_0047;CO_0048;CO_0049;CO_0050;CO_0051;CO_0052;SF_0001;SF_0002;SF_0003;SF_0004;SF_0005;SF_0006;SF_0007;SF_0008;SF_0009;SF_0010;SF_0011;SF_0012;SF_0013;SF_0014;SF_0015;SF_0016;SF_0017;SF_0018;SF_0019;SF_0020;SF_0021;SF_0022;SF_0023;SF_0024;SF_0025;SF_0026;SF_0027;SF_0028;SF_0029;SF_0030;SF_0031;SF_0032;SF_0033;SF_0034;SF_0035;SF_0036;SF_0037;SF_0038;SF_0039;SF_0040;SF_0041;SF_0042;SF_0043;SF_0044;SF_0045;AD_0001;AD_0002;AD_0003;AD_0004;AD_0005;AD_0006;AD_0007;AD_0008;AD_0009;AD_0010;AD_0011;AD_0012;AD_0013;AD_0014;AD_0015;AD_0016;AD_0017;AD_0018;AD_0019;AD_0020;AD_0021;AD_0022;AD_0023;EX_0044;CO_0055;IN_0059
GM Tracker 1.0 TGDI AT 2525;GM;Tracker;1.0 TGDI AT;2025;2025;4270;1791;1624;2570;157;393;1334;1228;;410;;;;;;1.0;;S;3;S;;116;164,75;5500;2000;S;;;;6;;;;;;;;;;116;164,75;10,5862069;73,0952381;11,8;177;S;;;S;S;;1,73;11,6;13,7;8;9,8;44;;;3;;;16;215;215/60 R16;S;;S;;;S;S;;;;S;;;;;;;;;;S;;S;;;;;;;;;;;S;S;;;;;S;;;;;;;;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;;;S;;S;;S;;S;;S;;;;;;;S;;S;;;;;;;;;;;S;S;S;1;1;;;1;;;;;3,5;;8;;;;S;;;;4;;;;;S;S;S;;;;;;;;;4;;4;S;;S;;;S;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;;S;;;;;;;;S;;;S;S;S;;;;;S;S;;;;;;;;;;;;;;;;;;;;;;;;;;
GM Tracker LT 1.0 TGDI AT 2525;GM;Tracker;LT 1.0 TGDI AT;2025;2025;4270;1791;1624;2570;157;393;1334;1228;;410;;;;;;1.0;;S;3;S;;116;164,75;5500;2000;S;;;;6;;;;;;;;;;116;164,75;10,5862069;73,0952381;11,8;177;S;;;S;S;;1,73;11,6;13,7;8;9,8;44;;;3;;;17;215;215/55 R17;S;;S;;;S;S;;;;S;;;;;;;;;;S;;S;;;;;;;;;;;S;S;;;;;S;;;;;;;;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;;;S;;S;;S;;S;;S;;;;;;;S;;S;;;;;;;;;;;S;S;S;1;1;1;1;1;;;;;3,5;;8;;;;S;;;;6;;;;;S;S;S;;;;;;;;;4;;4;S;;S;;;S;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;;S;;;;;;S;;S;;;S;S;S;;;;;S;S;;;;;;;;;;;;;;;;;;;;;;;;;;
GM Tracker LTZ 1.0 TGDI AT 2525;GM;Tracker;LTZ 1.0 TGDI AT;2025;2025;4270;1791;1624;2570;157;393;1334;1228;;410;;;;;;1.0;;S;3;S;;116;164,75;5500;2000;S;;;;6;;;;;;;;;;116;164,75;10,5862069;73,0952381;11,8;177;S;;;S;S;;1,73;11,6;13,7;8;9,8;44;;;3;;S;17;215;215/55 R17;S;;S;;;S;S;;;;S;;;;;;;;;;S;;S;;;;;;;;;;;S;S;;;;;;;S;;;;;;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;;S;;S;;S;;S;;;;;;;S;;S;;;;;;;;;;;S;S;S;1;1;1;1;1;;;;;3,5;;8;;;;S;;;;6;;;;;S;S;S;;;;;;;;;4;;4;S;;S;;;S;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;;S;;;;;;S;;S;;;S;S;S;;;;;S;S;;;S;S;;;;;;;;;;;;;;S;;;;;;;;
GM Tracker Premier 1.2 TGDI AT 2525;GM;Tracker;Premier 1.2 TGDI AT;2025;2025;4270;1791;1624;2570;157;393;1334;1271;;410;;;;;;1.2;;S;3;S;;133;209,96;5500;2000;S;;;;6;;;;;;;;;;133;209,96;9,556390977;59,39252336;11;185;S;;;S;S;;1,76;11,2;14,1;7,7;10;44;;;3;;S;17;215;215/55 R17;S;;;;S;S;S;;;;S;;;;S;;;S;;;S;;S;;;;;;;;;;S;S;S;;;;;;;S;;;;;;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;;S;;S;;S;;S;;;;S;;;S;;S;;;;;;;;;;;S;S;S;1;1;1;1;1;;;;;3,5;;8;;;;S;;;;6;;;;;S;S;S;;;;;;;;;4;;4;S;;S;;;S;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;;S;;;;;S;S;S;S;;;S;S;S;;;S;S;S;S;;;S;S;;;;;;;;;;;;;;S;;;;;;;;
GM Tracker RS 1.2 TGDI AT 2525;GM;Tracker;RS 1.2 TGDI AT;2025;2025;4270;1791;1624;2570;157;393;1334;1271;;410;;;;;;1.2;;S;3;S;;133;209,96;5500;2000;S;;;;6;;;;;;;;;;133;209,96;9,556390977;59,39252336;11;185;S;;;S;S;;1,76;11,2;14,1;7,7;10;44;;;3;;S;17;215;215/55 R17;S;;;;S;S;S;;;;S;;;;S;;;S;;;S;;S;;;;;;;;;;S;S;S;;;;;;;S;;;;;;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;;S;;S;;S;;S;;;;;;;S;;S;;;;;;;;;;;S;S;S;1;1;1;1;1;;;;;3,5;;8;;;;S;;;;6;;;;;S;S;S;;;;;;;;;4;;4;S;;S;;;S;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;;S;;;;;;S;;S;;;S;S;S;;;;;S;S;;;S;S;;;;;;;;;;;;;;S;;;;;;;;
Nissan Kicks Sense 1.0 TGDI DCT 2526;Nissan;Kicks;Sense 1.0 TGDI DCT;2025;2026;4365;1800;1625;2655;200;470;;1322;;;;;;;;1.0;;S;3;S;;125;219,66;5000;2500;;S;;;6;;;;;;;;;;125;219,66;10,576;59,01785714;12,4;185;S;;;S;S;;;11,7;14,3;8,3;9,9;48;;;3;;S;17;215;215/60 R17;S;;;;S;;S;S;;;S;;;;S;;;S;;;S;;S;;;;;;;;;;;;S;S;;;;S;;;;;;;;;;;;;;;;;;;;;S;S;;S;;;;;;;;;;;;S;;S;;;;S;;;S;;S;;;S;;;;;;;;;S;;S;;;S;;S;S;S;;S;;;;;2;2;1;;;;;7;;12,3;;;;S;;;;4;;;;;S;S;;S;;;;;;;;4;;4;S;;S;;;S;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;S;S;S;;S;S;;S;;S;;;S;S;S;;;S;;S;S;S;;S;S;;S;;;S;;;S;S;S;;;;;;;;;S;;;
Nissan Kicks Advance 1.0 TGDI DCT 2526;Nissan;Kicks;Advance 1.0 TGDI DCT;2025;2026;4365;1800;1625;2655;200;470;;1322;;;;;;;;1.0;;S;3;S;;125;219,66;5000;2500;;S;;;6;;;;;;;;;;125;219,66;10,576;59,01785714;12,4;185;S;;;S;S;;;11,7;14,3;8,3;9,9;48;;;3;;S;17;215;215/60 R17;S;;;;S;;S;S;;;S;;;;S;;;S;;;S;;S;S;;;;;;;;;;S;S;S;;;;;;S;;;;S;;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;;;S;;;S;;S;;;S;;;;;;;;;S;S;S;;;S;;S;S;S;;S;;;;;2;2;1;;S;;;7;;12,3;;;;S;;;;4;;;;;S;S;;S;;;;;;;;4;;4;S;;S;;S;S;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;S;S;S;;S;S;;S;;;S;;S;S;S;;;S;;S;S;S;;S;S;;S;;;S;;;S;S;S;;;;;;;;;S;;;
Nissan Kicks Exclusive 1.0 TGDI DCT 2526;Nissan;Kicks;Exclusive 1.0 TGDI DCT;2025;2026;4365;1800;1625;2655;200;470;;1322;;;;;;;;1.0;;S;3;S;;125;219,66;5000;2500;;S;;;6;;;;;;;;;;125;219,66;10,576;59,01785714;12,4;185;S;;;S;S;;;11,7;14,3;8,3;9,9;48;;;3;;S;19;225;225/45 R19;S;;;;S;S;S;S;;;S;;;;S;;;S;;;S;;S;S;;;;;;;;;;S;S;S;;;;;;S;;;;S;;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;S;;S;;S;;S;S;S;;;S;;;;;S;S;S;;;S;;S;S;S;;S;;;;;2;2;1;;S;;;12,3;;12,3;;;;S;;;;6;;;;;S;S;;S;;;;;;;;4;;4;S;;S;;S;S;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;S;S;S;;S;S;S;S;;;S;;S;S;S;;;S;S;S;S;S;;S;S;;S;;;S;;;S;S;S;;;;;;;;;S;;;
Nissan Kicks Platinum 1.0 TGDI DCT 2526;Nissan;Kicks;Platinum 1.0 TGDI DCT;2025;2026;4365;1800;1625;2655;200;470;;1322;;;;;;;;1.0;;S;3;S;;125;219,66;5000;2500;;S;;;6;;;;;;;;;;125;219,66;10,576;59,01785714;12,4;185;S;;;S;S;;;11,7;14,3;8,3;9,9;48;;;3;;S;19;225;225/45 R19;S;;;;S;S;S;S;;;S;;;;S;;;S;;;S;;S;S;;;;;;;;;S;S;S;S;;;;;;S;;;;S;;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;S;;S;;S;;S;S;S;;;S;;;;;S;S;S;;;S;;S;S;S;;S;;;;;2;2;1;;S;;;12,3;;12,3;;;;S;;;S;6;4;;;;S;S;;S;;;;;;;;4;;4;S;;S;;S;S;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;S;S;S;;S;S;S;S;;;S;;S;S;S;;;S;S;S;S;S;;S;S;;S;S;;S;;;S;S;S;S;;;S;S;;;;S;;;
Geely EX5 Pro EV 2526;Geely;EX5;Pro EV;2025;2026;4615;1901;1670;2750;173;461;1877;1715;;;;;;;S;;;;;;;;;;;;;;;;S;218;320;;;60,22;11;100;S;218;320;7,866972477;52,60736196;6,9;180;S;;;S;;S;;;;;;;413;;6;8;S;18;225;225/55 R18;;;;;S;S;S;;;;S;;;;S;;;S;;S;S;;S;S;;;;S;;S;;;;S;S;;;;;;;S;;S;S;S;S;;;;;;;;;;;;;S;;S;S;S;;S;;;;S;S;;;;;S;;S;;S;;S;;;S;;S;;S;S;;;;;;;;;S;S;S;;;;S;;S;S;;S;S;S;1;1;1;1;1;1;S;;;10,2;;15,4;;;;S;S;S;;4;2;;;;S;S;;S;;;;S;;S;;4;;4;S;;;S;S;S;S;S;;;S;S;S;S;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;S;S;S;S;;S;S;;S;;;S;;S;S;S;;S;S;S;S;S;;;;;;;;;;;;;;;;;;;;;;;;;;
Geely EX5 Max EV 2526;Geely;EX5;Max EV;2025;2026;4615;1901;1670;2750;173;461;1877;1765;;;;;;;S;;;;;;;;;;;;;;;;S;218;320;;;60,22;11;100;S;218;320;8,096330275;54,14110429;7,1;180;S;;;S;;S;;;;;;;349;;6;8;S;19;235;235/50 R19;;;;;S;S;S;S;;;S;;;;S;;;S;;S;S;;S;S;;;;S;;S;;;S;S;S;;S;S;;;;S;;S;S;S;S;S;;;;;;;;;;;;S;;S;S;S;;S;;;;S;S;S;S;;S;S;;S;;S;;S;S;;S;;S;;S;S;;;;S;;;;;S;S;S;;;;S;;S;S;;S;S;S;1;1;1;1;1;1;S;;;10,2;S;15,4;;;;S;S;S;S;12;4;;;;S;S;;S;;;;S;;S;;4;;4;S;;;S;S;S;S;S;;;S;S;S;S;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;S;S;S;S;;S;S;S;S;;;S;;S;S;S;;S;S;S;S;S;;;S;S;;S;S;S;S;;S;;S;S;;S;S;S;;;S;S;;;;
VW Nivus Sense 1.0 TGDI AT 2526;VW;Nivus;Sense 1.0 TGDI AT;2025;2026;4272;1757;1496;2566;171;415;457;1221;;429;;;;;;1.0;;S;3;S;;128;200,05;5500;2000;S;;;;6;;;;;;;;;;128;200,05;9,5390625;59,85294118;10;192;S;;;S;S;;1,61;12,4;14,8;8,6;10,3;49;;;3;;;16;205;205/60 R16;S;;;;S;S;;;;;S;;;;S;;;S;;;S;;S;;;S;;;;;;;;S;S;;;;;S;;;;;;;;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;;S;;S;;S;;S;;;;;;;;;;;;;;;;;;;;S;;;;;2;;1;;;;;8;;10;;;;S;;;;4;2;;;;S;S;S;;;;;;;;;4;;4;;;S;;;S;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;S;S;S;;;;;S;;;;;S;S;S;;;S;;S;S;S;S;;;;;;;;;;;;;;;;;;;;;;;;
VW Nivus Comfortline 1.0 TGDI AT 2526;VW;Nivus;Comfortline 1.0 TGDI AT;2025;2026;4272;1757;1496;2566;171;415;457;1221;;429;;;;;;1.0;;S;3;S;;128;200,05;5500;2000;S;;;;6;;;;;;;;;;128;200,05;9,5390625;59,85294118;10;192;S;;;S;S;;1,61;12,4;14,8;8,6;10,3;49;;;3;;S;16;205;205/60 R16;S;;;;S;S;;;;;S;;;;S;;;S;;;S;;S;;;S;;;;;;;;S;S;;;;;S;;;;;;;;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;;S;;S;;S;;S;;;;;;;S;;S;;S;;;;;S;;;;S;;;;;2;1;1;;S;;;8;;10;;;;S;;;;4;2;;;;S;S;;S;;;;;;S;;4;;4;S;;S;;;S;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;S;S;S;;;;;S;;S;;;S;S;S;;;S;;S;S;S;;S;S;;;;;S;;;;;;;;;;;;;;;;;
VW Nivus Highline 1.0 TGDI AT 2526;VW;Nivus;Highline 1.0 TGDI AT;2025;2026;4272;1757;1496;2566;171;415;457;1221;;429;;;;;;1.0;;S;3;S;;128;200,05;5500;2000;S;;;;6;;;;;;;;;;128;200,05;9,5390625;59,85294118;10;192;S;;;S;S;;1,61;12,4;14,8;8,6;10,3;49;;;3;;S;17;205;205/55 R17;S;;;;S;S;S;;;;S;;;;S;;;S;;;S;;S;S;;S;;;;;;;;S;S;;;;;;;S;;S;;;;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;;S;;S;;S;;S;;;;S;;;S;;S;;S;;;;;S;;;;S;;;;;2;1;1;;S;;;10,25;;10,1;;;;S;;;;4;2;;;;S;S;;S;;;;;;S;;4;;4;S;;S;;;S;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;S;S;S;;;;S;S;;S;;;S;S;S;;;S;S;S;S;S;;S;S;;;;;S;;;;;;;;;;;;;;S;;;
VW Nivus GTS 1.4 TGDI AT 2526;VW;Nivus;GTS 1.4 TGDI AT;2025;2026;4272;1757;1496;2566;171;415;457;1266;;424;;;;;;1.4;;S;3;S;;150;250;5000;1500;S;;;;6;;;;;;;;;;150;250;8,44;49,64705882;8,4;206;S;;;S;S;;1,61;11,6;14,2;8,1;9,9;49;;;3;;S;17;205;205/55 R17;S;;;;S;S;S;;;;S;;;;S;;;S;;;S;;S;S;;S;;;;;;;;S;S;;;;;;;S;;S;;;;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;S;S;;S;;S;;S;;;;S;;;S;;S;;S;;;;;S;S;;;S;;;;;2;1;1;;S;;;10,25;;10,1;;;;S;;;;4;2;;;;S;S;;S;;;;;;S;;4;;4;S;;S;;;S;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;S;S;S;;;;S;S;S;S;;;S;S;S;;;S;S;S;S;S;;S;S;;;S;;S;;;;S;S;S;;;S;;;;;S;;;
VW Tera 1.0 MPI MT 2526;VW;Tera;1.0 MPI MT;2025;2026;4147;1777;1478;2566;;350;407;1078;;387;;;;;;1.0;;;3;S;;84;101,01;6450;3000;;;;;5;;;;;;;;;;84;101,01;12,83333333;104,6601942;13,8;162;S;;;S;S;;1,55;13,2;14,7;9,1;10,2;49;;;3;;;15;185;185/65 R15;S;;;;S;;;;;;S;;;;;;;S;;;S;;S;;;S;;;;;;;;S;S;;;;;S;;;;;;;;;;;;;;;;;;;;;;S;;;;S;;;;;;;;;;S;;S;;;;S;;S;;S;;;;S;;;;;;;;;;;;;;;;;;;;S;;;;;2;;1;;;;;8;;10,1;;;;S;;;;4;;;;;;;S;;;;;;;;;4;;4;;;S;;;S;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;;S;;;;;;S;;;;;S;S;S;;;;;S;S;S;S;;S;;;;;;;;;;;;;;;;;;;S;;;
VW Tera 1.0 TGDI MT 2526;VW;Tera;1.0 TGDI MT;2025;2026;4147;1777;1478;2566;;350;407;1130;;450;;;;;;1.0;;S;3;S;;116;164,75;5000;1750;;;;;5;;;;;;;;;;116;164,75;9,74137931;67,26190476;10,1;187;S;;;S;S;;1,56;12,9;15;9;10,3;49;;;3;;;16;205;205/60 R16;S;;;;S;;;;;;S;;;;;;;S;;;S;;S;;;S;;;;;;;;S;S;;;;;S;;;;;;;;;;;;;;;;;;;;;;S;;;;S;;;;;;;;;;S;;S;;S;;S;;S;;S;;S;;S;;;;;;;;;;;;;;;;;;;;S;;;;;2;;1;;;;;8;;10,1;;;;S;;;;4;;;;;;;S;;;;;;;;;4;;4;;;S;;;S;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;S;S;S;;;;;S;;;;;S;S;S;;;;;S;S;S;S;;S;;;;;;;;;;;;;;;;;;;S;;;
VW Tera Comfort 1.0 TGDI AT 2526;VW;Tera;Comfort 1.0 TGDI AT;2025;2026;4147;1777;1478;2566;;350;407;1169;;451;;;;;;1.0;;S;3;S;;116;164,75;5000;1750;S;;;;6;;;;;;;;;;116;164,75;10,07758621;69,58333333;11,7;184;S;;;S;S;;1,56;12,9;15;9;10,3;49;;;3;;S;16;205;205/60 R16;S;;;;S;;;;;;S;;;;;;;S;;;S;;S;;;S;;;;;;;;S;S;;;;;S;;;;;;;;;;;;;;;;;;;;;;S;;;;S;;;;;;;;;;S;;S;;S;;S;;S;;S;;S;;S;;;;;;;;;S;;;;;;;S;;;;S;;;;;2;1;1;;;;;8;;10,1;;;;S;;;;4;;;;;;;S;;;;;;;;;4;;4;S;;S;;;S;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;S;S;S;;;;;S;;;;;S;S;S;;;;;S;S;S;S;;S;;;;;S;;;;;;;;;;;;;;S;;;
VW Tera High 1.0 TGDI AT 2526;VW;Tera;High 1.0 TGDI AT;2025;2026;4147;1777;1478;2566;;350;407;1169;;451;;;;;;1.0;;S;3;S;;116;164,75;5000;1750;S;;;;6;;;;;;;;;;116;164,75;10,07758621;69,58333333;11,7;184;S;;;S;S;;1,56;12,9;15;9;10,3;49;;;3;;S;17;205;205/55 R17;S;;;;S;S;S;;;;S;;;;;;;S;;;S;;S;;;S;;;;;;;;S;S;;;;;;;S;;;;;;;;;;;;;;;;;;;;S;;S;;S;;;;;;;;;;S;;S;;S;;S;S;S;;S;;S;;S;;;;S;;;S;;S;;;;;;;S;;;;S;;;;;2;1;1;;S;;;10,25;;10,1;;;;S;;;;4;2;;;;;;;S;;;;;;;;4;;4;S;;S;;;S;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;S;S;S;;;;S;S;;S;;;S;S;S;;;;S;S;S;S;S;;S;;;;;S;;;;;;;;;;;;;;S;;;
VW Tiguan Allspace R-Line 2.0 TGDI AT 2525;VW;Tiguan;Allspace R-Line 2.0 TGDI AT;2025;2025;4728;1839;1661;2790;216;686;;1794;;655;;;;;;2.0;;S;4;S;;186;300,01;4000;1500;S;;;;8;;;;;;;;;;186;300,01;9,64516129;58,62745098;9,4;195;S;;;S;;S;2,2;9,2;11,3;;;60;;;3;;S;19;235;235/50 R19;S;;;;S;S;S;S;S;;S;;;;S;S;S;S;;S;S;;S;S;S;S;;S;;;;;;S;S;S;S;S;S;;;S;;S;;S;S;;;;;S;S;;;;S;;;;S;S;S;S;;S;S;S;;S;S;;;;;S;;S;;S;S;S;S;;S;S;;;S;S;;;;S;;S;S;;S;S;S;;;;;S;S;S;;S;;;;;2;1;1;1;S;;;10,25;;8;;;;S;S;;;6;2;;;;S;S;;;;S;;S;S;S;;4;;2;S;;S;;S;;;S;;;S;S;S;S;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;S;S;S;S;;S;;S;S;S;S;;;S;S;S;;;S;S;S;S;;;S;S;;S;S;;S;S;S;S;S;S;S;;S;S;;;;;S;;;
Jeep Renegade Sport 1.3 TGDI AT 2526;Jeep;Renegade;Sport 1.3 TGDI AT;2025;2026;4268;1805;1696;2570;186;385;;1590;;400;;;;;;1.3;;S;4;S;;176;270;5750;1750;S;;;;6;;;;;;;;;;176;270;9,034090909;57,81818182;9;210;S;;;S;S;;1,84;11,1;12,4;7,8;8,9;55;;;5;;S;17;215;215/60 R17;S;;;;S;S;;;S;;S;;;;S;;;S;;;S;;S;;;;;;;;;;;S;S;;;;S;S;;;;;;;;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;;;;;S;;S;;;;S;;;;;;;;;S;;S;;;S;;;;;;;;;1;1;1;1;1;1;;;;3,5;;;;;;;;;;4;2;;;;S;S;S;;;;;;;;;4;;4;;;S;;;;S;S;;;S;S;S;S;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;S;S;S;;S;;;;;;;;S;S;S;;;S;;S;S;;;;;;;;;;;;;;;;;;;;;;;;;;
Jeep Renegade Altitude 1.3 TGDI AT 2526;Jeep;Renegade;Altitude 1.3 TGDI AT;2025;2026;4268;1805;1696;2570;186;385;;1590;;400;;;;;;1.3;;S;4;S;;176;270;5750;1750;S;;;;6;;;;;;;;;;176;270;9,034090909;57,81818182;9;210;S;;;S;S;;1,84;11,1;12,4;7,8;8,9;55;;;5;;S;17;215;215/60 R17;S;;;;S;S;;;S;;S;;;;S;;;S;;;S;;S;;;;;;;;;;;S;S;;;;S;S;;;;;;;;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;;;S;;S;;S;;S;;S;;;;;;;S;;S;;S;;;S;;;;;;S;;;1;1;1;1;1;1;;;;7;;8,4;;;;S;;;;4;2;;;;S;S;;;S;;;;;;;4;;4;;;S;;;;S;S;;;S;S;S;S;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;S;S;S;;S;;;;;S;;;S;S;S;;;S;;S;S;;S;;S;;;;;;;;;S;;;;;;;;;;S;;;
Jeep Renegade Longitude 1.3 TGDI AT 2526;Jeep;Renegade;Longitude 1.3 TGDI AT;2025;2026;4268;1805;1696;2570;186;385;;1590;;400;;;;;;1.3;;S;4;S;;176;270;5750;1750;S;;;;6;;;;;;;;;;176;270;9,034090909;57,81818182;9;210;S;;;S;S;;1,84;11,1;12,4;7,8;8,9;55;;;5;;S;18;225;225/50 R18;S;;;;S;S;;;S;;S;;;;S;;;S;;;S;;S;;;;;;;;;;;S;S;;;;S;;;S;;;;;;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;;S;;S;;S;;S;;;;;;;S;;S;;S;;;S;;;;;;S;;;1;1;1;1;1;1;S;;;7;;8,4;;;;S;;;;4;2;;;;S;S;;;S;;;;;;;4;;4;S;;S;;S;;S;S;;;S;S;S;S;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;S;S;S;;S;;;S;;S;;;S;S;S;;;S;;S;S;;S;;S;;;;;;;;;S;;;;;;;;;S;S;;;
Jeep Renegade Sahara 1.3 TGDI AT 2526;Jeep;Renegade;Sahara 1.3 TGDI AT;2025;2026;4268;1805;1696;2570;186;385;;1590;;400;;;;;;1.3;;S;4;S;;176;270;5750;1750;S;;;;6;;;;;;;;;;176;270;9,034090909;57,81818182;9;210;S;;;S;S;;1,84;11,1;12,4;7,8;8,9;55;;;5;;S;18;225;225/50 R18;S;;;;S;S;S;S;S;;S;;;S;S;;;S;;;S;;S;;;;;;;;;;S;S;S;;;;S;;;S;;;;;;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;;S;;S;;S;;S;;;;S;;;S;;S;;S;;;S;;S;;;;S;S;;1;1;1;1;1;1;S;;;7;;8,4;;;;S;;;;4;2;;;;S;S;;;S;;;;;;;4;;4;S;;S;;S;;S;S;;;S;S;S;S;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;S;S;S;;S;;S;S;;S;;;S;S;S;;;S;S;S;S;;S;;S;;;;;;;;;S;;;;;;;;;S;S;;;
